岗位ID,发布日期,年月,城市,城市等级,行业,岗位名称,劳动类型,技能方向,结算方式,时薪_元,参考日薪_元,预计月收入_元,每周工时,招聘人数,岗位热度指数,远程办公,经验要求,学历要求,技能门槛_1至5,成长潜力_1至5,高考毕业生适配,培训后可胜任,企业名称,企业类型,公司规模,数据性质,薪资口径说明
PT202511011244,2025-11-05,2025-11,重庆,新一线,企业服务,提示词优化助理,脑力劳动,AIGC,项目结,142.5,1140,14192,23,4,78.4,否,有课程项目经验,高中/中专及以上,4,5,是,是,远望科技有限公司,创业团队,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511011384,2025-11-05,2025-11,南京,新一线,会展活动,活动执行助理,体力劳动,基础服务,小时结,28.8,173,3242,26,5,49.0,否,有相关经验优先,高中/中专及以上,2,1,是,是,青禾文化传媒有限公司,创业团队,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511011428,2025-11-05,2025-11,济南,二线,餐饮,餐厅服务员,体力劳动,基础服务,日结,28.8,173,3741,30,3,58.3,否,有相关经验优先,不限,1,2,是,是,灵犀科技有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511011549,2025-11-05,2025-11,青岛,二线,测试服务,自动化测试助理,脑力劳动,Python,项目结,76.2,305,7259,22,1,81.4,是,有作品集优先,不限,4,3,需培训后,是,极光数字创意有限公司,互联网企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511011992,2025-11-05,2025-11,重庆,新一线,会展活动,活动执行助理,体力劳动,基础服务,小时结,25.0,150,2814,26,7,65.7,否,有相关经验优先,不限,1,2,是,是,方舟文化传媒有限公司,数字营销公司,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511012225,2025-11-05,2025-11,青岛,二线,文化传媒,AI文案创作助理,脑力劳动,AIGC,项目结,129.8,519,5620,10,5,77.2,是,有作品集优先,高中/中专及以上,4,4,需培训后,是,青禾信息服务有限公司,教育机构,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511012851,2025-11-05,2025-11,北京,一线,电子商务,商品信息录入员,脑力劳动,普通数字岗位,项目结,57.8,347,6757,27,5,57.9,否,有相关经验优先,不限,3,3,是,是,晨光企业服务有限公司,人力服务机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511013537,2025-11-05,2025-11,武汉,新一线,电子商务,AI商品图设计,脑力劳动,AIGC,项目结,130.3,1042,8463,15,4,80.2,是,有作品集优先,大专及以上,5,5,需培训后,是,明途网络技术有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511013614,2025-11-05,2025-11,合肥,二线,短视频,AI视频制作助理,脑力劳动,AIGC,项目结,125.6,754,10877,20,1,77.4,否,有作品集优先,高中/中专及以上,4,4,需培训后,部分,灵犀企业服务有限公司,教育机构,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511014713,2025-11-05,2025-11,济南,二线,人工智能,AI应用开发助理,脑力劳动,Python+AIGC,项目结,196.6,786,14472,17,2,94.3,否,有作品集优先,高中/中专及以上,4,5,需培训后,是,跃迁电子商务有限公司,教育机构,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511016084,2025-11-05,2025-11,昆明,二线,商超零售,商超理货员,体力劳动,基础服务,小时结,21.1,169,2650,29,6,50.9,否,无需经验,不限,2,1,是,是,明途网络技术有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511016258,2025-11-05,2025-11,济南,二线,电子商务,店铺运营助理,脑力劳动,普通数字岗位,小时结,45.2,362,5089,26,3,75.5,是,有相关经验优先,大专及以上,1,3,是,是,跃迁信息服务有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511016803,2025-11-05,2025-11,成都,新一线,办公自动化,AI工作流自动化助理,脑力劳动,Python+AIGC,项目结,244.5,1467,24350,23,1,89.7,否,有课程项目经验,高中/中专及以上,5,5,需培训后,是,青禾电子商务有限公司,教育机构,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511017401,2025-11-05,2025-11,青岛,二线,商超零售,商超理货员,体力劳动,基础服务,周结,33.3,200,4470,31,8,73.9,否,无需经验,不限,1,3,是,是,跃迁企业服务有限公司,人力服务机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511017626,2025-11-05,2025-11,长沙,新一线,物流仓储,仓库分拣员,体力劳动,基础服务,周结,26.9,161,3611,31,7,61.7,否,无需经验,不限,1,2,是,是,云杉文化传媒有限公司,民营企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511017667,2025-11-05,2025-11,杭州,新一线,文化传媒,AI文案创作助理,脑力劳动,AIGC,项目结,165.8,1326,10051,14,5,78.3,否,无需经验,高中/中专及以上,5,4,需培训后,是,星河电子商务有限公司,教育机构,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511018008,2025-11-05,2025-11,武汉,新一线,文化传媒,基础文案编辑,脑力劳动,普通数字岗位,小时结,42.3,169,2381,13,1,63.6,否,有作品优先,大专及以上,1,2,是,是,极光科技有限公司,创业团队,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511018149,2025-11-05,2025-11,济南,二线,办公自动化,AI工作流自动化助理,脑力劳动,Python+AIGC,小时结,141.1,564,13441,22,1,91.7,否,有课程项目经验,大专及以上,4,4,需培训后,是,云图信息服务有限公司,人力服务机构,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511018205,2025-11-05,2025-11,成都,新一线,教育服务,教室管理助理,体力劳动,基础服务,小时结,27.1,217,1877,16,3,67.3,否,无需经验,不限,2,3,是,是,远望企业服务有限公司,数字营销公司,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511018971,2025-11-05,2025-11,南昌,二线,企业服务,AI数据分析应用助理,脑力劳动,Python+AIGC,项目结,181.2,725,14123,18,3,93.9,是,无需经验,高中/中专及以上,4,5,需培训后,是,灵犀文化传媒有限公司,民营企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511019576,2025-11-05,2025-11,青岛,二线,数据服务,数据分析助理,脑力劳动,Python,项目结,71.2,285,6166,20,5,73.0,否,有课程项目经验,不限,4,3,需培训后,是,智谷数字创意有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511019833,2025-11-05,2025-11,郑州,二线,广告设计,AI绘图设计助理,脑力劳动,AIGC,小时结,142.5,855,15426,25,4,79.8,是,无需经验,高中/中专及以上,5,4,需培训后,部分,方舟文化传媒有限公司,民营企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511020142,2025-11-05,2025-11,南昌,二线,物流仓储,快递打包员,体力劳动,基础服务,小时结,25.0,100,1624,15,6,70.1,否,无需经验,不限,2,1,是,是,未来科技有限公司,互联网企业,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511021952,2025-11-05,2025-11,郑州,二线,餐饮,餐厅服务员,体力劳动,基础服务,日结,25.2,202,1528,14,7,52.1,否,无需经验,不限,1,1,是,是,未来文化传媒有限公司,互联网企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511021972,2025-11-05,2025-11,苏州,新一线,游戏动漫,AI角色素材制作,脑力劳动,AIGC,小时结,176.9,708,6894,9,2,93.8,是,有课程项目经验,高中/中专及以上,3,4,需培训后,是,知行数字创意有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511023088,2025-11-05,2025-11,西安,新一线,软件开发,Web后端开发助理,脑力劳动,Python,小时结,69.1,415,5086,17,2,81.4,是,有作品集优先,高中/中专及以上,3,4,需培训后,是,青禾科技有限公司,创业团队,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511023904,2025-11-05,2025-11,北京,一线,会展活动,活动执行助理,体力劳动,基础服务,小时结,27.4,110,2254,19,1,73.0,否,无需经验,不限,1,3,是,是,跃迁信息服务有限公司,互联网企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511024776,2025-11-05,2025-11,石家庄,二线,市场调研,问卷数据整理员,脑力劳动,普通数字岗位,项目结,38.3,153,2985,18,2,61.6,否,无需经验,高中/中专及以上,2,2,是,是,晨光文化传媒有限公司,教育机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511025195,2025-11-05,2025-11,贵阳,二线,会展活动,展会协助员,体力劳动,基础服务,小时结,26.4,211,3086,27,7,70.1,否,无需经验,不限,2,1,是,是,青禾网络技术有限公司,数字营销公司,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511025519,2025-11-05,2025-11,南京,新一线,教育科技,AI课件制作助理,脑力劳动,AIGC,小时结,149.0,1192,9678,15,3,81.1,是,有课程项目经验,大专及以上,3,4,需培训后,是,极光信息服务有限公司,民营企业,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511026219,2025-11-05,2025-11,重庆,新一线,教育科技,Python编程助教,脑力劳动,Python,小时结,103.9,623,4049,9,4,81.5,是,无需经验,大专及以上,4,3,是,是,新域教育有限公司,数字营销公司,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511026436,2025-11-05,2025-11,重庆,新一线,客户服务,在线客服,脑力劳动,普通数字岗位,小时结,32.1,193,3753,27,2,78.7,是,有相关经验优先,不限,3,3,是,是,晨光企业服务有限公司,数字营销公司,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511026459,2025-11-05,2025-11,重庆,新一线,广告设计,AI绘图设计助理,脑力劳动,AIGC,项目结,127.9,512,8861,16,5,90.6,是,有课程项目经验,高中/中专及以上,5,4,需培训后,是,跃迁企业服务有限公司,数字营销公司,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511029310,2025-11-05,2025-11,重庆,新一线,广告设计,AI绘图设计助理,脑力劳动,AIGC,周结,164.1,656,12079,17,3,79.5,是,有课程项目经验,高中/中专及以上,4,4,需培训后,是,新域文化传媒有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511029509,2025-11-05,2025-11,广州,一线,教育服务,教室管理助理,体力劳动,基础服务,日结,39.2,235,5432,32,7,69.7,否,无需经验,不限,1,2,是,是,方舟数字创意有限公司,人力服务机构,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511029970,2025-11-05,2025-11,北京,一线,教育科技,AI学习工具开发助理,脑力劳动,Python+AIGC,项目结,189.1,756,18014,22,4,89.2,否,有课程项目经验,高中/中专及以上,4,5,是,是,知行企业服务有限公司,创业团队,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511000767,2025-11-06,2025-11,深圳,一线,文化传媒,短视频剪辑助理,脑力劳动,普通数字岗位,小时结,46.3,370,4811,24,4,53.1,是,有作品优先,大专及以上,2,3,是,是,晨光网络技术有限公司,民营企业,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511001311,2025-11-06,2025-11,青岛,二线,会展活动,活动执行助理,体力劳动,基础服务,周结,25.1,151,2391,22,3,69.7,否,无需经验,不限,2,1,是,是,智谷科技有限公司,创业团队,20人以下,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511001459,2025-11-06,2025-11,深圳,一线,软件开发,Python开发助理,脑力劳动,Python,项目结,129.7,778,13478,24,5,75.4,是,有作品集优先,不限,3,4,需培训后,是,博思信息服务有限公司,数字营销公司,500人以上,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511002551,2025-11-06,2025-11,南京,新一线,商超零售,门店促销员,体力劳动,基础服务,日结,24.7,99,3209,30,7,61.6,否,无需经验,不限,2,3,是,是,星河文化传媒有限公司,数字营销公司,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511002984,2025-11-06,2025-11,广州,一线,电子商务,电商数据分析助理,脑力劳动,Python,项目结,105.6,845,11431,25,5,78.8,否,无需经验,高中/中专及以上,3,4,需培训后,是,知行教育有限公司,教育机构,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511003148,2025-11-06,2025-11,合肥,二线,商超零售,门店促销员,体力劳动,基础服务,周结,28.0,112,3031,25,1,49.7,否,无需经验,不限,1,2,是,是,数创教育有限公司,数字营销公司,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511003579,2025-11-06,2025-11,西安,新一线,电子商务,店铺运营助理,脑力劳动,普通数字岗位,周结,41.3,330,5007,28,5,57.9,否,有作品优先,不限,2,2,是,是,海纳科技有限公司,数字营销公司,100-499人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
PT202511003779,2025-11-06,2025-11,昆明,二线,企业服务,智能客服搭建助理,脑力劳动,Python+AIGC,项目结,154.6,928,6694,10,5,90.4,否,有课程项目经验,大专及以上,4,5,需培训后,是,新橙教育有限公司,数字营销公司,20-99人,模拟演示数据,按技能稀缺度、城市和时间趋势生成，非真实招聘报价
